SMD [fecha_entrega=#REF!, semana=1, convencional=SI, referencia=SOR0045, lote=11, articulo=315862 PLACA CABEZAL, cantidad=24, CAD_intro=*, CAD_mod=*, horas=0'94, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=PRE0057, lote=1, articulo=9286.3_2 ESPECIAL, cantidad=30, CAD_intro=*, CAD_mod=L, horas=0'92, observaciones=INCLUIDA EN PRE0056 NP-0720.3 LOTE 1 // HAY ALIMENTADORES COMUNES CON PRE0056 y PRE0059]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=PRE0057, lote=2, articulo=9286.3_2 ESPECIAL, cantidad=30, CAD_intro=*, CAD_mod=*, horas=0'92, observaciones=INCLUIDA EN PRE0059 NP-0747 LOTE 1 // HAY ALIMENTADORES COMUNES CON PRE0056 y PRE0059]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=NOV0001, lote=9, articulo=MLS-LDM-DRV, cantidad=50, CAD_intro=*, CAD_mod=*, horas=2'03, observaciones=urgente¡¡¡]
SMD [fecha_entrega=#REF!, semana=24, convencional=NO, referencia=WAV0020_01, lote=10, articulo=SMP2 EXPANSION400v2, cantidad=36, CAD_intro=*, CAD_mod=*, horas=3'66, observaciones=Probar pantalla electropulido]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=SOR0116_01, lote=23, articulo=315482 IMPRES-240, cantidad=25, CAD_intro=*, CAD_mod=L, horas=2'63, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=CES0012, lote=1, articulo=CI-419A, cantidad=5, CAD_intro=L, CAD_mod=*, horas=1'2, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=PLA0001, lote=8'3, articulo=SE-370-GI, cantidad=1000, CAD_intro=*, CAD_mod=*, horas=3'61, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=PLA0001, lote=9, articulo=SE-370-GI, cantidad=160, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=PRE0009, lote=15, articulo=6657D CTS-240, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'57, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=PRE0065, lote=2, articulo=6357A CRS-240, cantidad=5, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=NO, referencia=PRE0064, lote=1, articulo=NP-6675D_I+D CTS-240, cantidad=2, CAD_intro=*, CAD_mod=L, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=24, convencional=SI, referencia=MON0010_03, lote=9, articulo=PCB_SAPPHIRE_LS_ON_V3, cantidad=300, CAD_intro=*, CAD_mod=L, horas=19'1, observaciones=PCB's 16/06 (GASTAR 10113 HASTA ACABAR STOCK Y CONTINUAR CON 11893)]
SMD [fecha_entrega=#REF!, semana=24, convencional=NO, referencia=IRE0003, lote=1, articulo=SPECTROMETER, cantidad=4, CAD_intro=*, CAD_mod=*, horas=*, observaciones=MONTAJE MANUAL]
SMD [fecha_entrega=#REF!, semana=25, convencional=NO, referencia=WAV0031, lote=1, articulo=PCB SONDA 400K-MAST_V5, cantidad=2, CAD_intro=L, CAD_mod=*, horas=1'22, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=25, convencional=NO, referencia=BOQ0001, lote=18, articulo=PL01, cantidad=250, CAD_intro=*, CAD_mod=*, horas=1'19, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=25, convencional=NO, referencia=JVV0045, lote=9, articulo=0877-030-0R01 20leds, cantidad=75, CAD_intro=*, CAD_mod=*, horas=0'61, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=25, convencional=NO, referencia=ELE0005, lote=8, articulo=E00680-D, cantidad=102, CAD_intro=*, CAD_mod=*, horas=4'38, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=25, convencional=SI, referencia=SOR0101, lote=18, articulo=315573 DISTRIBUCION POTENCIA PHOTOCARE, cantidad=24, CAD_intro=*, CAD_mod=*, horas=1'52, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=25, convencional=SI, referencia=PLA0001, lote=9.2, articulo=SE-370-GI, cantidad=2840, CAD_intro=*, CAD_mod=*, horas=9'29, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=26, convencional=SI, referencia=THI0011_01, lote=2, articulo=FUELDRAINER_V12, cantidad=72, CAD_intro=*, CAD_mod=L, horas=2'72, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=26, convencional=NO, referencia=JVV0059, lote=11, articulo=0589-024-0RAR02 M2 RGB, cantidad=30, CAD_intro=*, CAD_mod=*, horas=2'5, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=26, convencional=NO, referencia=ELE0024, lote=1, articulo=E00759-A, cantidad=1035, CAD_intro=L, CAD_mod=*, horas=5'83, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=26, convencional=NO, referencia=JVV0100, lote=2, articulo=0949-021-0R02 42leds, cantidad=10, CAD_intro=*, CAD_mod=*, horas=0'64, observaciones=SERIE URGENTE // PCB's GROSOR PUNTUAL 1mm HACER PERFIL HORNO EN PANEL CON BIN:KS-6J-L1]
SMD [fecha_entrega=#REF!, semana=26, convencional=NO, referencia=BOQ0001, lote=19, articulo=PL01 Circuito Aluminio, cantidad=1000, CAD_intro=*, CAD_mod=*, horas=4'74, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=26, convencional=NO, referencia=ELE0010_01, lote=4, articulo=E00732-C, cantidad=510, CAD_intro=*, CAD_mod=L, horas=2'52, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=27, convencional=SI, referencia=ELE0001_01, lote=12, articulo=E00716-D SMD, cantidad=1050, CAD_intro=*, CAD_mod=*, horas=15'1, observaciones=#NAME?]
SMD [fecha_entrega=#REF!, semana=27, convencional=SI, referencia=SOR0154, lote=6, articulo=316234 PLACA DISPARO NORA +, cantidad=60, CAD_intro=*, CAD_mod=*, horas=2'52, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=27, convencional=SI, referencia=PRE0002, lote=8, articulo=0665 ESPECIAL, cantidad=15, CAD_intro=*, CAD_mod=*, horas=0'22, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=27, convencional=SI, referencia=PRE0016, lote=8, articulo=9212 ESPECIAL , cantidad=15, CAD_intro=*, CAD_mod=*, horas=0'74, observaciones=INCLUIDA EN PRE0002]
SMD [fecha_entrega=#REF!, semana=27, convencional=NO, referencia=CES0005_01, lote=5, articulo=SC260_CI385I, cantidad=50, CAD_intro=*, CAD_mod=*, horas=4'74, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=28, convencional=SI, referencia=SOR0157, lote=6, articulo=PLACA SIMMER NORA, cantidad=20, CAD_intro=*, CAD_mod=*, horas=5, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=28, convencional=NO, referencia=CES0004, lote=8, articulo=SC160_CI376P, cantidad=50, CAD_intro=*, CAD_mod=*, horas=1'63, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=28, convencional=SI, referencia=CES0002, lote=12, articulo=DC112_CI397H, cantidad=100, CAD_intro=*, CAD_mod=*, horas=3'23, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=28, convencional=SI, referencia=SOR0157, lote=8, articulo=PLACA SIMMER NORA +, cantidad=10, CAD_intro=*, CAD_mod=*, horas=0'89, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=28, convencional=SI, referencia=ADV0013, lote=1, articulo=3.3.63_FIREFLY, cantidad=250, CAD_intro=*, CAD_mod=*, horas=4'4, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=28, convencional=SI, referencia=CSE0027, lote=3, articulo=FWIRET_01A, cantidad=108, CAD_intro=*, CAD_mod=*, horas=1'24, observaciones=MANUAL]
SMD [fecha_entrega=#REF!, semana=28, convencional=SI, referencia=CSE0008, lote=3, articulo=FWIRET_02A, cantidad=108, CAD_intro=*, CAD_mod=*, horas=1'07, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=29, convencional=SI, referencia=SOR0095, lote=11, articulo=316162 CONTROL HITACHI, cantidad=26, CAD_intro=*, CAD_mod=*, horas=4'47, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=29, convencional=NO, referencia=WAV0032, lote=1, articulo=WPHv02(WPH30), cantidad=6, CAD_intro=L, CAD_mod=*, horas=1'58, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=29, convencional=SI, referencia=WAV0017, lote=5, articulo=USB-OPTICAL v2, cantidad=96, CAD_intro=*, CAD_mod=*, horas=1'03, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=29, convencional=NO, referencia=GAI0001, lote=1, articulo=INFINITY_LINE_540 (32leds) Rev00, cantidad=7, CAD_intro=L, CAD_mod=*, horas=0'54, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=29, convencional=NO, referencia=JVV0097_01, lote=6, articulo=PCB 0932-016-0Ar03_SMD, cantidad=100, CAD_intro=*, CAD_mod=*, horas=2'39, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=30, convencional=SI, referencia=PLA0002, lote=8, articulo=SE250PA-GI, cantidad=1176, CAD_intro=*, CAD_mod=*, horas=2'94, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=30, convencional=NO, referencia=ELE0023, lote=2, articulo=E00760-A, cantidad=525, CAD_intro=*, CAD_mod=*, horas=4'83, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=30, convencional=SI, referencia=HID0003, lote=1, articulo=DEMETER-4H v1.2 EXPANSION, cantidad=300, CAD_intro=L, CAD_mod=*, horas=5'2, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=30, convencional=NO, referencia=ELE0007, lote=6, articulo=E00708-D SMD, cantidad=540, CAD_intro=*, CAD_mod=*, horas=3'04, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=31, convencional=NO, referencia=JVV0177, lote=1, articulo=0100-004-0R04+0100-007-0R03+0100-009-0BR02, cantidad=244, CAD_intro=L, CAD_mod=*, horas=2'01, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=35, convencional=SI, referencia=SOR0093, lote=35, articulo=9714 BELEX-08, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'86, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=35, convencional=SI, referencia=IBE0002_01, lote=13, articulo=XAAR v.5, cantidad=48, CAD_intro=*, CAD_mod=*, horas=2'25, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=35, convencional=SI, referencia=IBE0003_01, lote=11, articulo=INTER_T3 v2.1, cantidad=50, CAD_intro=*, CAD_mod=*, horas=1'33, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=35, convencional=SI, referencia=MON0001_01, lote=34, articulo=LADMOATA-5_ON, cantidad=160, CAD_intro=*, CAD_mod=L, horas=1'38, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=35, convencional=SI, referencia=ING0006_01, lote=2, articulo=i154-01H4-1'1'0PCA, cantidad=5, CAD_intro=*, CAD_mod=*, horas=5'53, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=35, convencional=SI, referencia=IBE0001_02, lote=10, articulo=ALARMAS v1.1, cantidad=50, CAD_intro=*, CAD_mod=*, horas=0'84, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=36, convencional=SI, referencia=THI0014, lote=2, articulo=PILA_9V_v1_SMD, cantidad=360, CAD_intro=*, CAD_mod=*, horas=0'68, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=36, convencional=SI, referencia=PRE0003_03, lote=21, articulo=0690 ESPECIAL, cantidad=50, CAD_intro=*, CAD_mod=*, horas=3'63, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=36, convencional=SI, referencia=THI0016, lote=1, articulo=POWERLATCH V1.1, cantidad=50, CAD_intro=L, CAD_mod=*, horas=1'12, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=36, convencional=SI, referencia=THI0010, lote=3, articulo=PEDALHACKER_v12, cantidad=120, CAD_intro=*, CAD_mod=*, horas=1'33, observaciones=CONVENCIONAL SOLO DESPANELAR]
SMD [fecha_entrega=#REF!, semana=37, convencional=NO, referencia=ELE0027, lote=1, articulo=E00766-A, cantidad=28, CAD_intro=L, CAD_mod=*, horas=0'95, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=37, convencional=SI, referencia=PRE0056_01, lote=3, articulo=0720.3_E2 ESPECIAL, cantidad=300, CAD_intro=*, CAD_mod=*, horas=6'82, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=37, convencional=SI, referencia=PRE0057, lote=4, articulo=9286.3_2 ESPECIAL, cantidad=300, CAD_intro=*, CAD_mod=*, horas=9'18, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=37, convencional=SI, referencia=ING0007_01, lote=2, articulo=i154-01H2-1'0'0B, cantidad=5, CAD_intro=*, CAD_mod=L, horas=5'81, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=37, convencional=SI, referencia=ING0010, lote=2, articulo=i150-01H1-1.2.0, cantidad=52, CAD_intro=*, CAD_mod=*, horas=9'12, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=NO, referencia=CIM0004, lote=1, articulo=980014_V0_5, cantidad=120, CAD_intro=L, CAD_mod=*, horas=0'55, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=SI, referencia=CPS0004, lote=1, articulo=980017_V0_4, cantidad=110, CAD_intro=L, CAD_mod=non_value, horas=1'34, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=SI, referencia=ING0005_02, lote=3, articulo=i021-02H1_2.1.1, cantidad=135, CAD_intro=*, CAD_mod=L, horas=2'91, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=SI, referencia=LEA0003, lote=2, articulo=HANDPIECEBUFFER, cantidad=48, CAD_intro=*, CAD_mod=*, horas=0'95, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=SI, referencia=LEA0002, lote=2, articulo=CTRLBOARD, cantidad=48, CAD_intro=*, CAD_mod=*, horas=0'8, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=SI, referencia=PLA0001, lote=11, articulo=SE-370-GI, cantidad=2500, CAD_intro=*, CAD_mod=*, horas=6'47, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=38, convencional=SI, referencia=CIP0001, lote=36, articulo=2748.0010 MYR PEQUEÑA, cantidad=70, CAD_intro=*, CAD_mod=*, horas=2'06, observaciones=non_value]
SMD [fecha_entrega=20/10/2016, semana=38, convencional=SI, referencia=PRE0056_01, lote=4, articulo=0720.3_E2 ESPECIAL, cantidad=500, CAD_intro=*, CAD_mod=*, horas=11'36, observaciones=non_value]
SMD [fecha_entrega=20/10/2016, semana=38, convencional=SI, referencia=PRE0057, lote=5, articulo=9286.3_2 ESPECIAL, cantidad=500, CAD_intro=*, CAD_mod=*, horas=15'3, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=39, convencional=SI, referencia=THI0011_02, lote=3, articulo=FUELDRAINER_v12, cantidad=153, CAD_intro=*, CAD_mod=*, horas=1'67, observaciones=non_value]
SMD [fecha_entrega=01/11/2016, semana=39, convencional=SI, referencia=SOR0154, lote=7, articulo=316234 PLACA DISPARO NORA +, cantidad=60, CAD_intro=*, CAD_mod=*, horas=1'87, observaciones=non_value]
SMD [fecha_entrega=01/11/2016, semana=39, convencional=SI, referencia=SOR0157, lote=7, articulo=PLACA SIMMER NORA, cantidad=20, CAD_intro=*, CAD_mod=L, horas=2'12, observaciones=non_value]
SMD [fecha_entrega=20/10/2016, semana=39, convencional=SI, referencia=PRE0001, lote=17, articulo=0580 ESPECIAL M-14, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'75, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=39, convencional=SI, referencia=ISE0002, lote=1, articulo=CAMR0030_RA, cantidad=16, CAD_intro=L, CAD_mod=*, horas=1'81, observaciones=OJO PERFIL HORNO (DEL PANEL DE 1u)                                                                          THT SOLO DESPANELAR]
SMD [fecha_entrega=#REF!, semana=39, convencional=SI, referencia=SOR0095, lote=12, articulo=316162 Control Hitachi, cantidad=26, CAD_intro=*, CAD_mod=*, horas=1'46, observaciones=non_value]
SMD [fecha_entrega=20/10/2016, semana=40, convencional=SI, referencia=PRE0019, lote=18, articulo=6669D CTS-240, cantidad=80, CAD_intro=*, CAD_mod=*, horas=2'02, observaciones=MONTAR JUNTO PRE0026]
SMD [fecha_entrega=20/10/2016, semana=40, convencional=SI, referencia=PRE0026, lote=13, articulo=6369A CRS-240, cantidad=20, CAD_intro=*, CAD_mod=*, horas=*, observaciones=MONTAR JUNTO PRE0019]
SMD [fecha_entrega=#REF!, semana=40, convencional=SI, referencia=THI0005_01, lote=2, articulo=STEERINGWHEEL BOARD V1.2b, cantidad=48, CAD_intro=*, CAD_mod=*, horas=2'03, observaciones=THT SOLO DESPANELAR]
SMD [fecha_entrega=02/11/2016, semana=41, convencional=SI, referencia=SOR0007, lote=17, articulo=316014 CONTROL GENERAL SKINLIGHT, cantidad=25, CAD_intro=*, CAD_mod=*, horas=1'04, observaciones=non_value]
SMD [fecha_entrega=19/10/2016, semana=41, convencional=NO, referencia=ELE0023, lote=3, articulo=E00760-A, cantidad=525, CAD_intro=*, CAD_mod=*, horas=4'83, observaciones=non_value]
SMD [fecha_entrega=21/10/2016, semana=41, convencional=SI, referencia=BON0002_01, lote=3, articulo=RASPBERRY UMBRELLA, cantidad=150, CAD_intro=L, CAD_mod=*, horas=2'12, observaciones=non_value]
SMD [fecha_entrega=21/10/2016, semana=41, convencional=NO, referencia=WAV0031_01, lote=2, articulo=SONDA400K-MAST_V8, cantidad=26, CAD_intro=L, CAD_mod=*, horas=3'66, observaciones=non_value]
SMD [fecha_entrega=21/10/2016, semana=41, convencional=NO, referencia=WAV0034, lote=1, articulo=SONDA400K-MAST_V7 CHINA, cantidad=14, CAD_intro=*, CAD_mod=L, horas=1'97, observaciones=non_value]
SMD [fecha_entrega=20/10/2016, semana=41, convencional=SI, referencia=PRE0004_01, lote=3, articulo=0696_H004 ESPECIAL, cantidad=25, CAD_intro=L, CAD_mod=*, horas=0'7, observaciones=non_value]
SMD [fecha_entrega=20/10/2016, semana=41, convencional=SI, referencia=PRE0015_01, lote=4, articulo=9246_B1 ESPECIAL, cantidad=25, CAD_intro=L, CAD_mod=*, horas=0'93, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=41, convencional=SI, referencia=PRE0052_01, lote=3, articulo=0748 ESPECIAL CTS-240 PLANO C VER. 4, cantidad=205, CAD_intro=*, CAD_mod=*, horas=3'66, observaciones=non_value]
SMD [fecha_entrega=21/10/2016, semana=42, convencional=SI, referencia=THI0017, lote=1, articulo=RELE IGNCUT_V2, cantidad=150, CAD_intro=L, CAD_mod=*, horas=0'7, observaciones=non_value]
SMD [fecha_entrega=21/10/2016, semana=42, convencional=SI, referencia=WAV0020_01, lote=11, articulo=SMP2 EXPANSION400v2, cantidad=33, CAD_intro=*, CAD_mod=*, horas=3'66, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=42, convencional=SI, referencia=MON0012_01, lote=2, articulo=DAE-20050-CTL02-ON_V2, cantidad=20, CAD_intro=L, CAD_mod=*, horas=0'98, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=42, convencional=SI, referencia=ALB0005, lote=1, articulo=PSB_V2.0, cantidad=12, CAD_intro=L, CAD_mod=*, horas=1'26, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=42, convencional=SI, referencia=ALB0009, lote=1, articulo=CACB_V3.0, cantidad=9, CAD_intro=L, CAD_mod=*, horas=1'12, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=42, convencional=SI, referencia=ALB0010, lote=1, articulo=CACB_V3.0_LV, cantidad=3, CAD_intro=*, CAD_mod=P, horas=0'56, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=42, convencional=SI, referencia=ALB0007, lote=1, articulo=FEB_V2.0+SBD26HD_V2.0, cantidad=12, CAD_intro=P, CAD_mod=*, horas=1'9, observaciones=non_value]
SMD [fecha_entrega=24/10/2016, semana=42, convencional=SI, referencia=ALB0008, lote=1, articulo=ALBA MODILEC_V40, cantidad=50, CAD_intro=P, CAD_mod=*, horas=1'25, observaciones=non_value]
SMD [fecha_entrega=RESERVA 20/10, semana=42, convencional=SI, referencia=CSE, lote=1, articulo=PCB VISUALITZADOR, cantidad=5, CAD_intro=P, CAD_mod=*, horas=non_value, observaciones=URGENTE' LLEGAN PCB's JUEVES 20/10 Y SE DEBE ENTREGAR EL MISMO DIA]
SMD [fecha_entrega=03/11/2016, semana=42, convencional=SI, referencia=PRE0003_03, lote=22, articulo=0690-ESPECIAL G9, cantidad=25, CAD_intro=*, CAD_mod=*, horas=1'81, observaciones=PDTE. MATERIAL CLIENTE]
SMD [fecha_entrega=27/10/2016, semana=42, convencional=SI, referencia=ADV0007_01, lote=3, articulo=3.3.86 Monitor, cantidad=35, CAD_intro=*, CAD_mod=L, horas=0'87, observaciones=SOLO PDTE.PANTALLA]
SMD [fecha_entrega=04/11/2016, semana=43, convencional=SI, referencia=THI0016_01, lote=2, articulo=POWERLATCH V1.1, cantidad=250, CAD_intro=*, CAD_mod=*, horas=0'99, observaciones=non_value]
SMD [fecha_entrega=02/11/2016, semana=43, convencional=SI, referencia=SOR0101, lote=19, articulo=315573 Distribucion potencia PHOTOCARE, cantidad=24, CAD_intro=*, CAD_mod=*, horas=0'57, observaciones=ESTA LISTA PERO HAY PROBLEMAS CON RELÉ THT' SORISA ESTA BUSCANDO ALTERNATIVAS...]
SMD [fecha_entrega=18/11/2016, semana=43, convencional=SI, referencia=PRE0035, lote=22, articulo=6780A CRS-120, cantidad=50, CAD_intro=*, CAD_mod=*, horas=1'25, observaciones=non_value]
SMD [fecha_entrega=11/11/2016, semana=43, convencional=SI, referencia=PRE0040, lote=11, articulo=6779A CRS-120, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'63, observaciones=non_value]
SMD [fecha_entrega=11/11/2016, semana=43, convencional=SI, referencia=PRE0029, lote=6, articulo=0700.2 PLANO E VERSION 3 ESPECIAL, cantidad=105, CAD_intro=*, CAD_mod=*, horas=4'33, observaciones=non_value]
SMD [fecha_entrega=28/10/2016, semana=43, convencional=SI, referencia=ELE0004, lote=8, articulo=E00681-C, cantidad=100, CAD_intro=*, CAD_mod=P, horas=4'46, observaciones=TENEMOS Q AVISAR PARA QUE NOS MANDEN MATERIAL ESPECIAL QUE TIENEN Q ENTREGAR 72h MAXIMO ANTES DE SU MONTAJE]
SMD [fecha_entrega=28/10/2016, semana=43, convencional=SI, referencia=CES0007_01, lote=7, articulo=SC420_CI410, cantidad=69, CAD_intro=*, CAD_mod=*, horas=4'57, observaciones=CI LLEGA DIRECTO LAB 20/10]
SMD [fecha_entrega=24/11/2016, semana=44, convencional=SI, referencia=PRE0039, lote=7, articulo=0581 ESPECIAL, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'77, observaciones=non_value]
SMD [fecha_entrega=08/11/2016, semana=44, convencional=SI, referencia=ALB0006, lote=1, articulo=FMC_ADC_ISO_V3.0, cantidad=12, CAD_intro=P, CAD_mod=*, horas=1'04, observaciones=non_value]
SMD [fecha_entrega=22/11/2016, semana=44, convencional=SI, referencia=PRE0019, lote=19, articulo=6669D CTS-240  E0, cantidad=100, CAD_intro=*, CAD_mod=*, horas=2'02, observaciones=non_value]
SMD [fecha_entrega=21/11/2016, semana=45, convencional=SI, referencia=CES0003_01, lote=16, articulo=SC102_CI401, cantidad=200, CAD_intro=*, CAD_mod=*, horas=4'44, observaciones=non_value]
SMD [fecha_entrega=23/11/2016, semana=45, convencional=SI, referencia=PRE0003_03, lote=23, articulo=0690-ESPECIAL G9, cantidad=25, CAD_intro=*, CAD_mod=*, horas=1'81, observaciones=non_value]
SMD [fecha_entrega=25/11/2016, semana=45, convencional=SI, referencia=PRE0040, lote=12, articulo=6779A CRS-120, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'63, observaciones=non_value]
SMD [fecha_entrega=02/12/2016, semana=47, convencional=SI, referencia=THI0016_01, lote=3, articulo=POWERLATCH V1.1, cantidad=250, CAD_intro=*, CAD_mod=*, horas=0'99, observaciones=non_value]
SMD [fecha_entrega=16/12/2016, semana=50, convencional=SI, referencia=THI0002_01, lote=2, articulo=DISPLAY 52MM, cantidad=460, CAD_intro=*, CAD_mod=P, horas=5'15, observaciones=non_value]
SMD [fecha_entrega=16/01/2017, semana=51, convencional=SI, referencia=THI0016_01, lote=4, articulo=POWERLATCH V1.1, cantidad=250, CAD_intro=*, CAD_mod=*, horas=0'99, observaciones=non_value]
SMD [fecha_entrega=2017, semana=52, convencional=non_value, referencia=non_value, lote=non_value, articulo=non_value, cantidad=non_value, CAD_intro=non_value, CAD_mod=non_value, horas=non_value, observaciones=non_value]
SMD [fecha_entrega=10/02/2017, semana=3, convencional=SI, referencia=THI0016, lote=5, articulo=POWERLATCH V1.1, cantidad=250, CAD_intro=*, CAD_mod=*, horas=0'99, observaciones=non_value]
